rank,product,metric,model,MAE,RMSE,sMAPE,ActualSum,ForecastSum,SumPctErr
9,Butterscotch Cake,qty,AutoETS,33.76222833855961,35.695547146019166,85.94138420993247,327.0,765.9089684012749,134.22292611659782
9,Butterscotch Cake,qty,Croston,32.29278645655864,34.30900874110963,83.98233405503272,327.0,746.8062239352623,128.38110823708328
9,Butterscotch Cake,qty,LightGBM,27.302329339547295,29.909436004003844,76.52466032446476,327.0,681.9302814141149,108.5413704630321
9,Butterscotch Cake,qty,mean_all,30.101613488074427,31.76291822837924,81.4821130369993,327.0,718.3209753449676,119.67002304127448
9,Butterscotch Cake,qty,median_all,32.47604785514595,34.39235330336047,84.37676011705541,327.0,749.1886221168972,129.10967037213982
9,Butterscotch Cake,qty,mean_no_prophet,31.751202730794127,33.45774177468239,83.69264291883945,327.0,739.7656355003236,126.22802308878398
9,Butterscotch Cake,qty,median_no_prophet,32.903718681934954,34.78969731862174,84.94685996875077,327.0,754.7483428651544,130.8098907844509
9,Butterscotch Cake,qty,mean_classical,33.234160527876405,35.134827875341294,85.36151197620487,327.0,759.044086862393,132.12357396403456
9,Butterscotch Cake,qty,median_classical,33.084024393020705,34.99813344458285,85.15847580983693,327.0,757.0923171092692,131.52670247989883
10,Choco Vanilla Cake,qty,Prophet,7.197976843202772,9.501714404992365,48.96381602930352,254.0,182.69122126932416,-28.07432233491175
10,Choco Vanilla Cake,qty,AutoARIMA,11.898549203621238,19.05184045572188,54.69291264374721,254.0,265.59969972127993,4.5668109138897375
10,Choco Vanilla Cake,qty,AutoETS,12.84606583865152,14.334998676077166,53.420505500653746,254.0,419.5357280322343,65.17154646938359
10,Choco Vanilla Cake,qty,Croston,6.326820724086334,7.521599562796502,31.95155590785999,254.0,301.31895748151294,18.629510819493284
10,Choco Vanilla Cake,qty,LightGBM,8.633321408153817,9.922747999474863,39.57001927493008,254.0,344.2119767362515,35.51652627411475
10,Choco Vanilla Cake,qty,mean_all,6.44378638270583,7.576170181533827,30.837033962832866,254.0,302.67151664812053,19.16201442839391
10,Choco Vanilla Cake,qty,median_all,6.443383196174585,7.3987808582044945,31.90287157384533,254.0,312.4777913036763,23.022752481762335
10,Choco Vanilla Cake,qty,mean_no_prophet,8.279156570732441,9.213155062119647,38.101215515629555,254.0,332.66659049281964,30.971098619220328
10,Choco Vanilla Cake,qty,median_no_prophet,7.827927047940973,8.71198842241716,37.164230191730056,254.0,334.5518706876342,31.713334916391428
10,Choco Vanilla Cake,qty,mean_classical,8.214990917819103,9.554660391006122,37.3216658087187,254.0,328.81812841167573,29.45595606758887
10,Choco Vanilla Cake,qty,median_classical,7.184200566409487,8.060136528469599,34.867154808839466,254.0,324.8917646390169,27.910143558668075
