ds,yhat,yhat_lower,yhat_upper
2024-01-01,401.25459047751383,-522.4996308162939,1329.1328774726658
2024-01-02,381.20886313332727,-607.4497360336954,1314.3785727788488
2024-01-03,374.9459601238612,-514.8481015130403,1318.9159549018466
2024-01-04,329.86129884452174,-564.1137013106718,1305.0960775576032
2024-01-05,232.58462250479766,-707.4707224324831,1223.8915967625248
2024-01-06,328.6721367499606,-577.1093646274356,1208.291917921048
2024-01-07,285.8498703380686,-660.3512548251208,1276.7805313431684
2024-01-08,264.28601257280184,-705.546259467018,1169.8758317782322
2024-01-09,247.2133479427171,-738.4339291292348,1151.7723447539252
2024-01-10,245.66744470761387,-722.4786433970532,1194.5707701618721
2024-01-11,206.90336796173887,-799.3005553003371,1196.3394861705617
2024-01-12,117.37817945810914,-737.037141329185,1042.8789691273569
2024-01-13,222.44851705122022,-686.0389811109284,1167.1771464974652
2024-01-14,189.6199886057841,-695.3576560094799,1134.1370605047048
2024-01-15,178.82594461512335,-771.2367277983864,1186.064855373071
2024-01-16,173.05655334938618,-772.5238747610738,1161.9576170024786
2024-01-17,183.10363650812388,-773.2940067807199,1113.1436265489483
2024-01-18,155.9838411033696,-773.8228899023526,1111.6567490017505
2024-01-19,77.92722485086165,-873.7977161672029,984.734961780691
2024-01-20,194.08037820359866,-699.2114693052582,1114.355312381334
2024-01-21,171.76066837237695,-824.7397416607762,1098.2032465745156
2024-01-22,170.73904452706685,-865.2743475047405,1127.4123880759007
2024-01-23,173.87223083729864,-793.3066748247167,1151.8967846369335
2024-01-24,191.84969856537572,-764.88961541465,1188.185558219551
2024-01-25,171.61795811547609,-721.891606141293,1086.0209165001113
2024-01-26,249.3298564626214,-752.3430820149815,1125.9387660335292
2024-01-27,220.24375910358646,-684.6089623093444,1210.5293216448913
2024-01-28,201.58208262877753,-744.3473854680922,1132.7520274603405
2024-01-29,203.2053373037838,-670.6894325730285,1110.8118330426041
2024-01-30,208.04398693802716,-682.8745673928092,1119.8112765013068
2024-01-31,226.88082971573812,-700.2352505379238,1251.2088404537094
2024-02-01,206.7708654253052,-740.7560988751729,1044.3762825573478
2024-02-02,134.02527104364833,-814.1569666985929,1106.5070048754428
2024-02-03,253.9088063652695,-698.4723999216293,1170.552999206091
2024-02-04,233.8874597281738,-707.366199000408,1231.0854525838706
2024-02-05,233.9040221835291,-724.0938698903669,1217.1111065314926
2024-02-06,237.00267979044776,-663.0422493078655,1145.8907572813257
2024-02-07,254.0682836477475,-678.7743758031108,1142.4006450887025
2024-02-08,232.24310342622027,-736.9820003368947,1195.6805856421545
2024-02-09,157.908392005735,-783.4293371534235,1092.3668885578002
2024-02-10,276.38014630052885,-686.1476150434803,1197.1519413263022
2024-02-11,255.15591429682314,-715.1489601330594,1144.1409141722859
2024-02-12,254.19034611431158,-720.2599958187551,1199.3985921460776
2024-02-13,256.520559762703,-648.1941366185303,1144.1754543707414
2024-02-14,273.0069343905532,-744.0229198627047,1168.017215359965
2024-02-15,250.7520640404081,-687.7238210888809,1229.5689068699303
2024-02-16,176.08510353556807,-754.9595364595714,1153.3926315292003
2024-02-17,294.26077587325506,-637.1335952563304,1164.9725312085266
2024-02-18,272.70975983298456,-634.0356600527792,1225.0141151670573
2024-02-19,271.31801330625115,-588.8225996332072,1228.1392586551335
2024-02-20,273.0559547300462,-666.6477891516153,1174.7136744430418
2024-02-21,288.72296630992696,-675.1865260976471,1252.8976693257703
2024-02-22,265.3698073031412,-654.8435611142493,1173.9736762896289
2024-02-23,189.28603367473048,-721.5944534808617,1153.9784241314155
2024-02-24,305.7015723020538,-617.2776626964361,1247.3634085351575
2024-02-25,282.0390656450986,-623.1686177158354,1185.1916421648043
