rank,product,metric,fold,fold_idx,cutoff,model,MAE,RMSE,sMAPE,ActualSum,ForecastSum,SumPctErr
3,Fresh Fruit Cake,totalValue,CV-3,3,2025-12-15,AutoETS,7360.093022524812,8281.119613275123,61.31856655749303,123012.87000000001,218694.07929282257,77.78146245415016
3,Fresh Fruit Cake,totalValue,CV-3,3,2025-12-15,Croston,7195.682792702191,8135.344098582548,60.461431959731,123012.87000000001,216556.7463051285,76.04397515896383
3,Fresh Fruit Cake,totalValue,CV-3,3,2025-12-15,LightGBM,11675.664783757346,12747.83520851481,79.25718726223201,123012.87000000001,274796.51218884555,123.38842447041966
4,Ferrero Rocher Cake,totalValue,CV-3,3,2025-12-15,Prophet,5466.2125035818935,6287.098022930885,35.941142536195905,172087.13999999998,243147.90254656458,41.29347640187675
4,Ferrero Rocher Cake,totalValue,CV-3,3,2025-12-15,AutoARIMA,10371.847251825928,10719.646701916005,57.83197147364984,172087.13999999998,306921.15427373705,78.35217336620103
4,Ferrero Rocher Cake,totalValue,CV-3,3,2025-12-15,AutoETS,13617.777415689505,13885.079364704616,69.28603911562541,172087.13999999998,349118.24640396354,102.87294355868983
4,Ferrero Rocher Cake,totalValue,CV-3,3,2025-12-15,Croston,8092.447049615898,8550.720333628724,48.548331784501414,172087.13999999998,277288.9516450067,61.13287236048362
4,Ferrero Rocher Cake,totalValue,CV-3,3,2025-12-15,LightGBM,11255.383224668105,12425.78004029487,59.08095128102626,172087.13999999998,318407.1219206854,85.02668004168437
5,Belgium Choco Mousse Cake,totalValue,CV-3,3,2025-12-15,Prophet,6468.080913362422,7110.148450424479,57.1798839882578,108662.20999999999,192747.26187371145,77.38205570612955
5,Belgium Choco Mousse Cake,totalValue,CV-3,3,2025-12-15,AutoARIMA,4226.674469503486,4745.283393572657,43.03373690967235,108662.20999999999,162015.82766197104,49.10043488161252
5,Belgium Choco Mousse Cake,totalValue,CV-3,3,2025-12-15,AutoETS,5007.83180544099,5392.410319130441,49.18216314822364,108662.20999999999,170587.96591995706,56.989229208532635
5,Belgium Choco Mousse Cake,totalValue,CV-3,3,2025-12-15,Croston,5020.629296915624,5405.775399826421,49.271203802661574,108662.20999999999,170784.58192534,57.170171603669765
5,Belgium Choco Mousse Cake,totalValue,CV-3,3,2025-12-15,LightGBM,5456.885744340202,6183.845735715281,49.84469957224895,108662.20999999999,177175.17104464732,63.05132303553124
6,Biscoff Jar Cake,totalValue,CV-3,3,2025-12-15,Prophet,1767.6610254294496,2336.534890347552,33.98075063928059,70045.23000000001,48838.51636002821,-30.275742745040308
6,Biscoff Jar Cake,totalValue,CV-3,3,2025-12-15,AutoARIMA,1611.7418162395686,1783.9435660189279,30.079748036753717,70045.23000000001,72076.01479519584,2.8992478077319817
6,Biscoff Jar Cake,totalValue,CV-3,3,2025-12-15,AutoETS,2112.9265967221045,2468.560940584175,37.08653991625618,70045.23000000001,92133.4118214011,31.534169880520174
6,Biscoff Jar Cake,totalValue,CV-3,3,2025-12-15,Croston,2023.5845739296888,2344.7352079969,35.9321947455142,70045.23000000001,89691.4445988235,28.04789790657191
6,Biscoff Jar Cake,totalValue,CV-3,3,2025-12-15,LightGBM,1847.4248008691027,2211.614081133296,33.36832438235919,70045.23000000001,83420.90823031505,19.09577316016385
7,Dream Cake,totalValue,CV-3,3,2025-12-15,Prophet,2703.790410718743,3216.6266907682757,38.91582871405789,87783.03,101251.28150060725,15.342659624083666
7,Dream Cake,totalValue,CV-3,3,2025-12-15,AutoARIMA,1966.403507410017,2224.276723018113,29.517076464920034,87783.03,86202.16275229288,-1.8008802472495231
7,Dream Cake,totalValue,CV-3,3,2025-12-15,AutoETS,1968.7044605046053,2222.8420296723643,29.549283746361084,87783.03,86591.02382527826,-1.357900467461354
7,Dream Cake,totalValue,CV-3,3,2025-12-15,Croston,1969.2353282990057,2222.5680464688003,29.556653357888095,87783.03,86680.74048253201,-1.2556977327713421
7,Dream Cake,totalValue,CV-3,3,2025-12-15,LightGBM,2044.5713565184592,2288.911228797457,31.265626335690722,87783.03,80043.87041964839,-8.816236555461359
8,Tiramisu Cake,totalValue,CV-3,3,2025-12-15,Prophet,6121.712464461501,6315.31535554991,72.02047921740638,71817.66,151399.92203799952,110.8115497469557
8,Tiramisu Cake,totalValue,CV-3,3,2025-12-15,AutoARIMA,6441.7023242965615,6568.2683355633035,74.64140903216528,71817.66,155559.7902158553,116.6038133459866
8,Tiramisu Cake,totalValue,CV-3,3,2025-12-15,AutoETS,6376.09757542025,6509.263652348601,74.14758481401932,71817.66,154706.92848046325,115.41627571890152
8,Tiramisu Cake,totalValue,CV-3,3,2025-12-15,Croston,5052.375886653184,5172.907291204615,64.01650040798242,71817.66,137498.5465264914,91.45506345722126
8,Tiramisu Cake,totalValue,CV-3,3,2025-12-15,LightGBM,5706.477454754695,6024.167514739062,68.31027794208512,71817.66,146001.86691181103,103.29521584497603
9,Butterscotch Cake,totalValue,CV-3,3,2025-12-15,Prophet,1320.0405013082197,1663.472909483559,23.893388456677464,70144.61,77861.27155491132,11.00107557075493
9,Butterscotch Cake,totalValue,CV-3,3,2025-12-15,AutoARIMA,2550.4350806280545,2756.496956535582,40.98627405452919,70144.61,98199.19416585425,39.99535269474625
9,Butterscotch Cake,totalValue,CV-3,3,2025-12-15,AutoETS,1921.4841030398534,2200.1630711753382,33.09019384019334,70144.61,90923.8239467032,29.623393653059292
9,Butterscotch Cake,totalValue,CV-3,3,2025-12-15,Croston,1871.7941621696725,2157.8775623928855,32.4074461248688,70144.61,90160.40576424316,28.535044623162285
9,Butterscotch Cake,totalValue,CV-3,3,2025-12-15,LightGBM,1512.1501937578262,1888.6816351379707,26.481130103583116,70144.61,84162.02845519078,19.983600244111106
10,Choco Vanilla Cake,totalValue,CV-3,3,2025-12-15,Prophet,1090.788251983477,1432.887923158978,29.345865314989727,43652.65000000001,50281.413158935815,15.18524799510638
10,Choco Vanilla Cake,totalValue,CV-3,3,2025-12-15,AutoARIMA,2311.824770010309,2506.6195234659326,55.70984478876616,43652.65000000001,71557.5923756129,63.92496761505405
10,Choco Vanilla Cake,totalValue,CV-3,3,2025-12-15,AutoETS,2309.2522432723426,2504.0165016116,55.668246414934494,43652.65000000001,71518.06901027508,63.83442702854252
10,Choco Vanilla Cake,totalValue,CV-3,3,2025-12-15,Croston,2137.1248832643496,2326.108331274524,52.825316628408125,43652.65000000001,68777.4728079639,57.556237268445074
10,Choco Vanilla Cake,totalValue,CV-3,3,2025-12-15,LightGBM,2603.77244897009,2891.3217084234866,59.542047695705456,43652.65000000001,77147.09546950011,76.7294665260874
1,Choco Truffle Cake,totalValue,EVAL,4,2026-03-16,Prophet,22470.679698183998,23854.576120659847,60.37644713512018,353468.85,645587.6860763918,82.64344540583757
1,Choco Truffle Cake,totalValue,EVAL,4,2026-03-16,AutoARIMA,8689.111619147057,10483.557111688628,30.54662023623007,353468.85,464265.81271710055,31.345608733867376
1,Choco Truffle Cake,totalValue,EVAL,4,2026-03-16,AutoETS,8794.671435698121,10927.496061686428,31.05142525856562,353468.85,458837.04918144236,29.809755281531142
1,Choco Truffle Cake,totalValue,EVAL,4,2026-03-16,Croston,8854.395034992996,10991.635438054562,31.210511518952455,353468.85,459958.52565709065,30.127032596250185
1,Choco Truffle Cake,totalValue,EVAL,4,2026-03-16,LightGBM,12295.98392672483,14303.991790264576,38.62631703476627,353468.85,500833.1831588269,41.6908967109342
2,Pineapple Cake,totalValue,EVAL,4,2026-03-16,Prophet,15400.281562645063,15803.493573128962,92.63402732768017,118198.64,318402.3003143858,169.37898804452044
2,Pineapple Cake,totalValue,EVAL,4,2026-03-16,AutoARIMA,2814.3213505258586,3407.1802812094047,29.81608696459678,118198.64,148740.8026801218,25.839690439857677
2,Pineapple Cake,totalValue,EVAL,4,2026-03-16,AutoETS,3059.2069752661005,3600.261701140744,32.03924245830771,118198.64,152083.4541171387,28.66768527720682
2,Pineapple Cake,totalValue,EVAL,4,2026-03-16,Croston,3110.924233363936,3670.39553848928,32.44763436050479,118198.64,153332.056491215,29.724044617784926
2,Pineapple Cake,totalValue,EVAL,4,2026-03-16,LightGBM,2542.087876112611,3255.273025185509,27.063418657759016,118198.64,135306.64289850148,14.473942253905358
3,Fresh Fruit Cake,totalValue,EVAL,4,2026-03-16,Prophet,4397.694169743884,4912.100409187873,40.48068504316316,117903.69,175073.7142066705,48.48874891589101
3,Fresh Fruit Cake,totalValue,EVAL,4,2026-03-16,AutoARIMA,6321.449338863166,6572.893925241083,53.045733195054304,117903.69,200082.53140522112,69.69997411041258
3,Fresh Fruit Cake,totalValue,EVAL,4,2026-03-16,AutoETS,2874.990170838594,3421.2635658657323,29.17524418214621,117903.69,155278.5622209017,31.699493222732627
3,Fresh Fruit Cake,totalValue,EVAL,4,2026-03-16,Croston,2715.2424681342227,3288.16325103566,27.870488587439908,117903.69,153201.8420857449,29.93812329855401
3,Fresh Fruit Cake,totalValue,EVAL,4,2026-03-16,LightGBM,1543.3424102542367,2328.712112675299,17.02471304438372,117903.69,126175.63511042544,7.0158492159367025
4,Ferrero Rocher Cake,totalValue,EVAL,4,2026-03-16,Prophet,4243.745181213106,5337.097823306849,32.73847396779293,175205.99999999997,201086.60404560532,14.771528398345577
4,Ferrero Rocher Cake,totalValue,EVAL,4,2026-03-16,AutoARIMA,3922.2996039426002,5141.284831686295,30.936299846305953,175205.99999999997,172977.45455941488,-1.2719572620715562
4,Ferrero Rocher Cake,totalValue,EVAL,4,2026-03-16,AutoETS,3846.6583028481527,5270.080960768804,30.249055114632924,175205.99999999997,171745.36681866198,-1.975179606484935
4,Ferrero Rocher Cake,totalValue,EVAL,4,2026-03-16,Croston,3832.6659605233485,5264.028531322875,30.11428405588824,175205.99999999997,174110.07267155396,-0.6255078755556357
4,Ferrero Rocher Cake,totalValue,EVAL,4,2026-03-16,LightGBM,5674.4977911475535,7135.997718029257,47.635921922478474,175205.99999999997,121213.43483759896,-30.816618815794563
5,Belgium Choco Mousse Cake,totalValue,EVAL,4,2026-03-16,Prophet,4173.195239931354,4393.100256441867,67.99120853903612,59413.79,113665.32811910761,91.31135737866177
5,Belgium Choco Mousse Cake,totalValue,EVAL,4,2026-03-16,AutoARIMA,3263.5893401038584,3725.0520751902127,63.614607865789175,59413.79,87278.63789679315,46.89963036660875
5,Belgium Choco Mousse Cake,totalValue,EVAL,4,2026-03-16,AutoETS,2824.997594147991,3346.5784358656692,53.46392158177562,59413.79,96138.75872392388,61.81219667003886
5,Belgium Choco Mousse Cake,totalValue,EVAL,4,2026-03-16,Croston,2837.6289171967987,3357.2479342715587,53.61465690515884,59413.79,96302.96592355841,62.08857560434776
5,Belgium Choco Mousse Cake,totalValue,EVAL,4,2026-03-16,LightGBM,3587.065393333554,3836.6110398641754,62.22189391344918,59413.79,106045.64011333621,78.48657712853566
6,Biscoff Jar Cake,totalValue,EVAL,4,2026-03-16,Prophet,2134.9737147780406,2401.0397499014994,46.486986509531114,23959.86,20250.54115302018,-15.481387816872966
6,Biscoff Jar Cake,totalValue,EVAL,4,2026-03-16,AutoARIMA,1263.346625789324,1491.4220560729004,26.749739580470255,23959.86,28071.872541627592,17.162089184275665
6,Biscoff Jar Cake,totalValue,EVAL,4,2026-03-16,AutoETS,1512.9120913036113,1592.6428411226414,31.29748043579072,23959.86,27345.409553989157,14.130089048889086
6,Biscoff Jar Cake,totalValue,EVAL,4,2026-03-16,Croston,1513.378374118212,1592.883760784919,31.30598923562524,23959.86,27341.4593529553,14.11360230383357
6,Biscoff Jar Cake,totalValue,EVAL,4,2026-03-16,LightGBM,1634.3197213135588,2290.2295551930033,31.340112520947294,23959.86,29639.980496814685,23.70681839048594
7,Dream Cake,totalValue,EVAL,4,2026-03-16,Prophet,1396.680331700468,1724.6805244491177,27.35072343804992,67150.49,75006.01353927032,11.698386027071905
7,Dream Cake,totalValue,EVAL,4,2026-03-16,AutoARIMA,2253.1041582589105,2604.4959749447657,39.14146213989455,67150.49,95596.9702496142,42.362282463782755
7,Dream Cake,totalValue,EVAL,4,2026-03-16,AutoETS,2248.4391725733517,2599.865759070507,39.082403028068036,67150.49,95525.2991058997,42.25555034058529
7,Dream Cake,totalValue,EVAL,4,2026-03-16,Croston,2246.579826513954,2598.021232202656,39.05884850333903,67150.49,95496.73278916893,42.2130095985434
7,Dream Cake,totalValue,EVAL,4,2026-03-16,LightGBM,1714.1587343411497,2105.7567064556943,32.20178703194387,67150.49,79572.68007545747,18.499031169329456
8,Tiramisu Cake,totalValue,EVAL,4,2026-03-16,Prophet,5764.897026624609,5940.2706449245325,81.38322019969438,58747.6,133691.2613461199,127.56889021188931
8,Tiramisu Cake,totalValue,EVAL,4,2026-03-16,AutoARIMA,1651.8134364550972,1746.528245203369,36.403989739237204,58747.6,67968.19867680734,15.69527721440083
8,Tiramisu Cake,totalValue,EVAL,4,2026-03-16,AutoETS,1605.7932011208131,1782.8411582641354,35.562054760478205,58747.6,67226.87819788346,14.43340357373486
8,Tiramisu Cake,totalValue,EVAL,4,2026-03-16,Croston,1608.9176819872,1785.8291985209717,35.61728593643216,58747.6,67332.48565116736,14.613168284606278
8,Tiramisu Cake,totalValue,EVAL,4,2026-03-16,LightGBM,2799.604414604394,3522.453983903179,50.16515707575107,58747.6,94805.8674984467,61.378281833550155
9,Butterscotch Cake,totalValue,EVAL,4,2026-03-16,Prophet,4159.79991402785,4342.118833983099,89.2500044605001,38161.399999999994,92238.79888236204,141.70706232570623
9,Butterscotch Cake,totalValue,EVAL,4,2026-03-16,AutoARIMA,3008.301605195995,3210.7629139210962,76.04269107054526,38161.399999999994,75773.58264485202,98.56080396644786
9,Butterscotch Cake,totalValue,EVAL,4,2026-03-16,AutoETS,2772.8088583432036,3077.719644801472,71.90457789684862,38161.399999999994,73624.12336909106,92.92825569578442
9,Butterscotch Cake,totalValue,EVAL,4,2026-03-16,Croston,2771.897972630674,3076.76554049988,71.89197702377678,38161.399999999994,73610.12885223489,92.89158377898846
9,Butterscotch Cake,totalValue,EVAL,4,2026-03-16,LightGBM,3131.760005183792,3421.6551461982813,77.11925170467357,38161.399999999994,78826.79225420307,106.56158383655496
10,Choco Vanilla Cake,totalValue,EVAL,4,2026-03-16,Prophet,1985.3631930628612,2255.712370664822,59.06250698764373,31694.89,57447.89456311233,81.25285988723208
10,Choco Vanilla Cake,totalValue,EVAL,4,2026-03-16,AutoARIMA,845.7269160756995,997.2770550509663,33.831785597470976,31694.89,39036.11097964369,23.162159514179375
10,Choco Vanilla Cake,totalValue,EVAL,4,2026-03-16,AutoETS,853.7352565111166,1003.8725018278454,34.08289759658293,31694.89,39186.489816708745,23.636617185637007
10,Choco Vanilla Cake,totalValue,EVAL,4,2026-03-16,Croston,1105.903535694452,1249.0967756072635,41.42167744761857,31694.89,43921.64972581805,38.576438428459774
10,Choco Vanilla Cake,totalValue,EVAL,4,2026-03-16,LightGBM,623.9308113043128,939.3225626785351,25.26753674581669,31694.89,33964.37551976445,7.160414564506929
1,Choco Truffle Cake,qty,CV-0,0,2025-03-17,Prophet,53.90731749645093,73.38601641908667,20.94922566794491,3261.0,2794.8761402814616,-14.293893275637485
1,Choco Truffle Cake,qty,CV-0,0,2025-03-17,AutoARIMA,72.41206544319718,80.17752146100594,27.64510953687739,3261.0,3600.3050492638595,10.40493864654583
1,Choco Truffle Cake,qty,CV-0,0,2025-03-17,AutoETS,71.75634924108864,80.84101231105217,27.954810105573998,3261.0,3493.9646043487974,7.143962108212124
1,Choco Truffle Cake,qty,CV-0,0,2025-03-17,Croston,70.26704031492692,80.07172236979378,27.41099938419716,3261.0,3443.625962644529,5.600305508878533
1,Choco Truffle Cake,qty,CV-0,0,2025-03-17,LightGBM,94.42463312453349,99.69210118182346,35.62520876837482,3261.0,3897.825190700544,19.528524707161736
2,Pineapple Cake,qty,CV-0,0,2025-03-17,Prophet,20.301406906136375,26.203577438706773,28.548953817801593,967.0,813.8491825476018,-15.837726727238696
2,Pineapple Cake,qty,CV-0,0,2025-03-17,AutoARIMA,12.979226860929547,16.21533861267391,17.680638266801687,967.0,1042.734197936623,7.831871554976535
2,Pineapple Cake,qty,CV-0,0,2025-03-17,AutoETS,18.570910400402592,23.077788531574704,25.94602368937366,967.0,982.5161423319616,1.6045648740394671
2,Pineapple Cake,qty,CV-0,0,2025-03-17,Croston,18.577860111561392,23.0732923644864,25.95681015732086,967.0,981.3416411461243,1.4831066335185408
2,Pineapple Cake,qty,CV-0,0,2025-03-17,LightGBM,15.684769027268793,19.227514494000758,21.450021049061,967.0,1005.7736445201729,4.009684024836904
3,Fresh Fruit Cake,qty,CV-0,0,2025-03-17,Prophet,14.730740855172915,16.667195931569292,31.522407488334608,550.0,710.6662258259685,29.212041059266998
3,Fresh Fruit Cake,qty,CV-0,0,2025-03-17,AutoARIMA,23.90231961160812,25.9078385101397,45.930692720357285,550.0,860.7301549509056,56.496391809255556
3,Fresh Fruit Cake,qty,CV-0,0,2025-03-17,AutoETS,25.78463379303709,27.87163231356396,48.5067794895618,550.0,885.2002393094821,60.945498056269464
3,Fresh Fruit Cake,qty,CV-0,0,2025-03-17,Croston,16.407508044572403,18.59920382260598,34.65058702949507,550.0,755.8743177258592,37.4316941319744
3,Fresh Fruit Cake,qty,CV-0,0,2025-03-17,LightGBM,39.91489565924273,42.55328302250414,64.21694144583903,550.0,1068.8936435701553,94.34429883093732
4,Ferrero Rocher Cake,qty,CV-0,0,2025-03-17,Prophet,3.08897450819047,4.640702925960805,22.60149520373361,189.0,203.64304010139153,7.747640265286526
4,Ferrero Rocher Cake,qty,CV-0,0,2025-03-17,AutoARIMA,5.652063407054383,6.948566468227955,36.563029905859615,189.0,253.4726105265628,34.112492342096715
4,Ferrero Rocher Cake,qty,CV-0,0,2025-03-17,AutoETS,4.9533794710602415,6.237190142043921,33.16120651040183,189.0,240.21181788916303,27.096199941356105
4,Ferrero Rocher Cake,qty,CV-0,0,2025-03-17,Croston,3.5620344178879337,4.637169736822584,26.12911618250614,189.0,191.0161833769393,1.066763691502273
4,Ferrero Rocher Cake,qty,CV-0,0,2025-03-17,LightGBM,4.578896110265941,5.266681799360136,33.97921890082226,189.0,166.75622549617907,-11.769192859164514
5,Belgium Choco Mousse Cake,qty,CV-0,0,2025-03-17,Prophet,7.653996138706561,10.097820895884439,31.36721037524936,321.0,345.596914121611,7.662590069037697
5,Belgium Choco Mousse Cake,qty,CV-0,0,2025-03-17,AutoARIMA,9.263371959352499,11.258746671790487,38.698762481935674,321.0,300.7977232917496,-6.293544145872397
5,Belgium Choco Mousse Cake,qty,CV-0,0,2025-03-17,AutoETS,13.570283302722489,15.51575880910098,48.40740464327909,321.0,482.6611062046272,50.361715328544285
5,Belgium Choco Mousse Cake,qty,CV-0,0,2025-03-17,Croston,7.779721609414191,9.511666479510508,32.24159766444656,321.0,333.1545903981997,3.7864767595637607
5,Belgium Choco Mousse Cake,qty,CV-0,0,2025-03-17,LightGBM,9.910890186049974,12.853386430969412,42.06620191543093,321.0,254.61285648397742,-20.681353120256254
6,Biscoff Jar Cake,qty,CV-0,0,2025-03-17,Prophet,69.6923076923077,72.5555490111383,200.0,906.0,0.0,-100.0
6,Biscoff Jar Cake,qty,CV-0,0,2025-03-17,AutoARIMA,19.907234264689123,23.799590621154028,29.81787458067603,906.0,758.8957724698864,-16.23666970531055
6,Biscoff Jar Cake,qty,CV-0,0,2025-03-17,AutoETS,18.852278242422702,22.005376758731668,28.221225536454963,906.0,791.9649770305634,-12.58664712686938
6,Biscoff Jar Cake,qty,CV-0,0,2025-03-17,Croston,18.894654139368797,22.230716478994093,28.28340268238953,906.0,784.8034504466734,-13.377102599704921
6,Biscoff Jar Cake,qty,CV-0,0,2025-03-17,LightGBM,28.07054680229049,34.35696325268799,36.13636789077106,906.0,1147.657228730518,26.67298330358918
7,Dream Cake,qty,CV-0,0,2025-03-17,Prophet,11.870522957343901,15.540708155660194,53.08895757869767,258.0,306.8283629096384,18.92572205799937
7,Dream Cake,qty,CV-0,0,2025-03-17,AutoARIMA,14.332504750866422,15.850130171210829,61.06608666622423,258.0,431.63024887982834,67.29854607745284
7,Dream Cake,qty,CV-0,0,2025-03-17,AutoETS,7.53445074378343,9.373143204289205,40.071613295938526,258.0,259.45827729698163,0.5652237585200134
7,Dream Cake,qty,CV-0,0,2025-03-17,Croston,7.88953566502568,9.527985992588702,41.483607579041475,258.0,279.77717579644667,8.44076581257623
7,Dream Cake,qty,CV-0,0,2025-03-17,LightGBM,10.191270616546623,13.334469392162484,57.89278871816719,258.0,152.8435446781117,-40.758316016235774
8,Tiramisu Cake,qty,CV-0,0,2025-03-17,Prophet,5.389764793926615,7.142089972772632,24.132024615475224,316.0,324.1301791853323,2.5728415143456584
8,Tiramisu Cake,qty,CV-0,0,2025-03-17,AutoARIMA,5.493397372744841,7.380648267601731,24.337804486097088,316.0,351.900042913727,11.360773073964246
8,Tiramisu Cake,qty,CV-0,0,2025-03-17,AutoETS,5.868846905064988,7.829514511210002,25.551865577544465,316.0,365.11622263006177,15.543108427234737
8,Tiramisu Cake,qty,CV-0,0,2025-03-17,Croston,5.947793606188928,7.395686387427466,26.46284546112698,316.0,303.36457611081426,-3.998551863666375
8,Tiramisu Cake,qty,CV-0,0,2025-03-17,LightGBM,9.450036186417654,11.738717878909014,44.72560355443944,316.0,214.80568313463831,-32.02351799536763
9,Butterscotch Cake,qty,CV-0,0,2025-03-17,Prophet,17.651766766330322,26.236172549700317,41.08547674866676,550.0,350.57712535404846,-36.2587044810821
9,Butterscotch Cake,qty,CV-0,0,2025-03-17,AutoARIMA,17.18681318681319,21.63882202256705,40.11352995089255,550.0,564.5714285714287,2.649350649350667
9,Butterscotch Cake,qty,CV-0,0,2025-03-17,AutoETS,17.34833006183541,21.721645853073955,40.42557030231477,550.0,578.6225934833949,5.204107906071799
9,Butterscotch Cake,qty,CV-0,0,2025-03-17,Croston,17.160626009322357,21.62386052925141,40.067982666977194,550.0,560.1457955754785,1.8446901046324498
9,Butterscotch Cake,qty,CV-0,0,2025-03-17,LightGBM,18.913466975220906,22.111325012232104,42.72794789990471,550.0,711.6771134206471,29.39583880375401
10,Choco Vanilla Cake,qty,CV-0,0,2025-03-17,Prophet,22.84228781570526,29.670310881819034,154.21243211500683,351.0,54.05025839583166,-84.60106598409355
10,Choco Vanilla Cake,qty,CV-0,0,2025-03-17,AutoARIMA,16.126382857304627,20.504056830112248,56.75408152963109,351.0,375.4425376765799,6.963685947743558
10,Choco Vanilla Cake,qty,CV-0,0,2025-03-17,AutoETS,18.16717859486615,21.122357045854805,62.74904546536894,351.0,429.3096168407411,22.31043214835929
10,Choco Vanilla Cake,qty,CV-0,0,2025-03-17,Croston,16.21923449682216,20.387263767082764,57.29467658318248,351.0,382.2929471375636,8.915369554861424
10,Choco Vanilla Cake,qty,CV-0,0,2025-03-17,LightGBM,16.319865999744504,22.850898418267274,55.7968919957187,351.0,325.6864580596814,-7.21183531063208
1,Choco Truffle Cake,qty,CV-1,1,2025-06-16,Prophet,75.72700963568414,96.98032769680454,23.87819111604424,3907.0,4310.420714280299,10.325587772723289
1,Choco Truffle Cake,qty,CV-1,1,2025-06-16,AutoARIMA,57.63967515437321,84.87123547412898,18.161659754231614,3907.0,3499.2952809597546,-10.435237241879843
1,Choco Truffle Cake,qty,CV-1,1,2025-06-16,AutoETS,62.781658922643324,93.67520688889573,20.06615810413503,3907.0,3487.633214024426,-10.733728845036453
1,Choco Truffle Cake,qty,CV-1,1,2025-06-16,Croston,61.02821085530555,90.87931929565721,19.453201493563242,3907.0,3609.232365453362,-7.621388137871461
1,Choco Truffle Cake,qty,CV-1,1,2025-06-16,LightGBM,76.06383684431567,113.19218678452063,24.87436401312942,3907.0,3671.815861028258,-6.019558202501714
2,Pineapple Cake,qty,CV-1,1,2025-06-16,Prophet,34.7980457936817,44.51762554996534,36.047343921905615,1262.0,1169.1892452722009,-7.354259487147316
2,Pineapple Cake,qty,CV-1,1,2025-06-16,AutoARIMA,26.92792630817642,38.57204467184701,27.355890657552802,1262.0,1047.5256877566212,-16.994794947969794
2,Pineapple Cake,qty,CV-1,1,2025-06-16,AutoETS,31.789449947297133,42.82098428403693,33.12211722354081,1262.0,1031.516591781357,-18.263344549813233
2,Pineapple Cake,qty,CV-1,1,2025-06-16,Croston,30.607854912782628,41.64300136300301,31.721320895356165,1262.0,1071.454503947947,-15.098692238672983
2,Pineapple Cake,qty,CV-1,1,2025-06-16,LightGBM,25.82677118643281,34.35077264042837,26.352734762086023,1262.0,1195.8781629458679,-5.239448261024733
3,Fresh Fruit Cake,qty,CV-1,1,2025-06-16,Prophet,15.181158304840945,18.08173100616368,24.450173338563484,849.0,786.3813618777351,-7.375575750561235
3,Fresh Fruit Cake,qty,CV-1,1,2025-06-16,AutoARIMA,26.819375638847717,31.33921528935378,47.90209826791597,849.0,500.3481166949797,-41.066181779154334
3,Fresh Fruit Cake,qty,CV-1,1,2025-06-16,AutoETS,25.020617281099792,29.77331829402841,42.6490769974623,849.0,549.2165256420193,-35.31018543674684
3,Fresh Fruit Cake,qty,CV-1,1,2025-06-16,Croston,25.571937544018915,30.437464922210047,43.84894207790652,849.0,538.1491727845337,-36.613760567192735
3,Fresh Fruit Cake,qty,CV-1,1,2025-06-16,LightGBM,25.18944251952054,30.74788488021917,43.499765736002516,849.0,521.5372472462329,-38.57040668477822
4,Ferrero Rocher Cake,qty,CV-1,1,2025-06-16,Prophet,12.14875126765732,15.018898349458075,45.20234368301389,389.0,231.06623352045486,-40.59993996903474
4,Ferrero Rocher Cake,qty,CV-1,1,2025-06-16,AutoARIMA,13.41340152116852,16.511059057766374,51.21292204854926,389.0,215.8451026361984,-44.51282708581018
4,Ferrero Rocher Cake,qty,CV-1,1,2025-06-16,AutoETS,10.798390393851719,14.097964956555773,38.07308866727821,389.0,255.72865277743864,-34.25998643253506
4,Ferrero Rocher Cake,qty,CV-1,1,2025-06-16,Croston,16.164422118281006,19.106330260608384,67.04688164337902,389.0,178.86251246234693,-54.01991967548923
4,Ferrero Rocher Cake,qty,CV-1,1,2025-06-16,LightGBM,17.04673350796779,19.92420810104519,72.80747391228051,389.0,167.39246439641872,-56.9685181500209
5,Belgium Choco Mousse Cake,qty,CV-1,1,2025-06-16,Prophet,13.723284847806164,15.067708678895812,46.384650213907385,356.0,464.3139971201688,30.425280089935054
5,Belgium Choco Mousse Cake,qty,CV-1,1,2025-06-16,AutoARIMA,8.904977728388445,12.010030933957907,33.13389275326599,356.0,309.7025055463123,-13.004914172384186
5,Belgium Choco Mousse Cake,qty,CV-1,1,2025-06-16,AutoETS,9.872519381885436,12.408228833112952,36.16959943539665,356.0,400.5873548242704,12.524537871986066
5,Belgium Choco Mousse Cake,qty,CV-1,1,2025-06-16,Croston,9.323661202734113,12.404810409137363,34.763894608852716,356.0,322.30125673793447,-9.465939118557735
5,Belgium Choco Mousse Cake,qty,CV-1,1,2025-06-16,LightGBM,10.06585356716952,12.112548048188893,37.69504995755773,356.0,350.0190624190754,-1.680038646327136
6,Biscoff Jar Cake,qty,CV-1,1,2025-06-16,Prophet,122.80486528058648,125.10308703855361,103.18209773632108,786.0,2382.463248647624,203.11237260147888
6,Biscoff Jar Cake,qty,CV-1,1,2025-06-16,AutoARIMA,24.07789831546502,28.09692569826059,37.69409494040407,786.0,998.1294239237321,26.98847632617457
6,Biscoff Jar Cake,qty,CV-1,1,2025-06-16,AutoETS,21.550386823471577,26.14611578720097,34.52549404017219,786.0,950.6683747962999,20.95017491047072
6,Biscoff Jar Cake,qty,CV-1,1,2025-06-16,Croston,22.124384262460566,26.557693088307012,35.26215161542557,786.0,961.4467711506481,22.321472156571012
