rank,product,metric,week_index,week_start,actual,point,with_safety_30pct,point_err,safety_err
9,Butterscotch Cake,totalValue,10,2026-05-18,744.39,5662.317604018069,7361.012885223489,4917.927604018068,6616.622885223489
9,Butterscotch Cake,totalValue,11,2026-05-25,2485.18,5662.317604018069,7361.012885223489,3177.137604018069,4875.83288522349
9,Butterscotch Cake,totalValue,12,2026-06-01,3016.16,5662.317604018069,7361.012885223489,2646.157604018069,4344.8528852234895
9,Butterscotch Cake,totalValue,13,2026-06-08,2516.49,5662.317604018069,7361.012885223489,3145.827604018069,4844.5228852234895
9,Butterscotch Cake,qty,1,2026-03-16,34.0,57.446632610404805,74.68062239352625,23.446632610404805,40.68062239352625
9,Butterscotch Cake,qty,2,2026-03-23,3.0,57.446632610404805,74.68062239352625,54.446632610404805,71.68062239352625
9,Butterscotch Cake,qty,3,2026-03-30,26.0,57.446632610404805,74.68062239352625,31.446632610404805,48.68062239352625
9,Butterscotch Cake,qty,4,2026-04-06,23.0,57.446632610404805,74.68062239352625,34.446632610404805,51.68062239352625
9,Butterscotch Cake,qty,5,2026-04-13,25.0,57.446632610404805,74.68062239352625,32.446632610404805,49.68062239352625
9,Butterscotch Cake,qty,6,2026-04-20,23.0,57.446632610404805,74.68062239352625,34.446632610404805,51.68062239352625
9,Butterscotch Cake,qty,7,2026-04-27,30.0,57.446632610404805,74.68062239352625,27.446632610404805,44.68062239352625
9,Butterscotch Cake,qty,8,2026-05-04,50.0,57.446632610404805,74.68062239352625,7.446632610404805,24.68062239352625
9,Butterscotch Cake,qty,9,2026-05-11,38.0,57.446632610404805,74.68062239352625,19.446632610404805,36.68062239352625
9,Butterscotch Cake,qty,10,2026-05-18,7.0,57.446632610404805,74.68062239352625,50.446632610404805,67.68062239352625
9,Butterscotch Cake,qty,11,2026-05-25,20.0,57.446632610404805,74.68062239352625,37.446632610404805,54.68062239352625
9,Butterscotch Cake,qty,12,2026-06-01,25.0,57.446632610404805,74.68062239352625,32.446632610404805,49.68062239352625
9,Butterscotch Cake,qty,13,2026-06-08,23.0,57.446632610404805,74.68062239352625,34.446632610404805,51.68062239352625
10,Choco Vanilla Cake,totalValue,1,2026-03-16,2142.9300000000003,3378.588440447542,4392.164972581804,1235.6584404475416,2249.234972581804
10,Choco Vanilla Cake,totalValue,2,2026-03-23,1143.31,3378.588440447542,4392.164972581804,2235.278440447542,3248.8549725818043
10,Choco Vanilla Cake,totalValue,3,2026-03-30,2028.46,3378.588440447542,4392.164972581804,1350.1284404475418,2363.704972581804
10,Choco Vanilla Cake,totalValue,4,2026-04-06,1937.47,3378.588440447542,4392.164972581804,1441.1184404475418,2454.694972581804
10,Choco Vanilla Cake,totalValue,5,2026-04-13,2948.11,3378.588440447542,4392.164972581804,430.47844044754174,1444.0549725818041
10,Choco Vanilla Cake,totalValue,6,2026-04-20,1996.74,3378.588440447542,4392.164972581804,1381.8484404475419,2395.4249725818045
10,Choco Vanilla Cake,totalValue,7,2026-04-27,2504.29,3378.588440447542,4392.164972581804,874.2984404475419,1887.8749725818043
10,Choco Vanilla Cake,totalValue,8,2026-05-04,2951.24,3378.588440447542,4392.164972581804,427.3484404475421,1440.9249725818045
10,Choco Vanilla Cake,totalValue,9,2026-05-11,3808.24,3378.588440447542,4392.164972581804,-429.6515595524579,583.9249725818045
10,Choco Vanilla Cake,totalValue,10,2026-05-18,1979.6799999999998,3378.588440447542,4392.164972581804,1398.908440447542,2412.4849725818044
10,Choco Vanilla Cake,totalValue,11,2026-05-25,4023.93,3378.588440447542,4392.164972581804,-645.341559552458,368.2349725818044
10,Choco Vanilla Cake,totalValue,12,2026-06-01,1384.4099999999999,3378.588440447542,4392.164972581804,1994.178440447542,3007.7549725818044
10,Choco Vanilla Cake,totalValue,13,2026-06-08,2846.08,3378.588440447542,4392.164972581804,532.508440447542,1546.0849725818043
10,Choco Vanilla Cake,qty,1,2026-03-16,18.0,23.178381344731765,30.131895748151294,5.178381344731765,12.131895748151294
10,Choco Vanilla Cake,qty,2,2026-03-23,9.0,23.178381344731765,30.131895748151294,14.178381344731765,21.131895748151294
10,Choco Vanilla Cake,qty,3,2026-03-30,17.0,23.178381344731765,30.131895748151294,6.178381344731765,13.131895748151294
10,Choco Vanilla Cake,qty,4,2026-04-06,14.0,23.178381344731765,30.131895748151294,9.178381344731765,16.131895748151294
10,Choco Vanilla Cake,qty,5,2026-04-13,22.0,23.178381344731765,30.131895748151294,1.1783813447317648,8.131895748151294
10,Choco Vanilla Cake,qty,6,2026-04-20,15.0,23.178381344731765,30.131895748151294,8.178381344731765,15.131895748151294
10,Choco Vanilla Cake,qty,7,2026-04-27,20.0,23.178381344731765,30.131895748151294,3.178381344731765,10.131895748151294
10,Choco Vanilla Cake,qty,8,2026-05-04,24.0,23.178381344731765,30.131895748151294,-0.8216186552682352,6.131895748151294
10,Choco Vanilla Cake,qty,9,2026-05-11,30.0,23.178381344731765,30.131895748151294,-6.821618655268235,0.1318957481512939
10,Choco Vanilla Cake,qty,10,2026-05-18,17.0,23.178381344731765,30.131895748151294,6.178381344731765,13.131895748151294
10,Choco Vanilla Cake,qty,11,2026-05-25,33.0,23.178381344731765,30.131895748151294,-9.821618655268235,-2.868104251848706
10,Choco Vanilla Cake,qty,12,2026-06-01,12.0,23.178381344731765,30.131895748151294,11.178381344731765,18.131895748151294
10,Choco Vanilla Cake,qty,13,2026-06-08,23.0,23.178381344731765,30.131895748151294,0.1783813447317648,7.131895748151294
