ds,yhat,yhat_lower,yhat_upper
2024-02-24,1.9584364678368935,-4.409791614496813,8.233316481301108
2024-02-25,2.123047392462739,-3.8355378334213177,8.237362996710162
2024-02-26,1.950018914719538,-4.48593490016057,7.516499101994774
2024-02-27,2.154315366083569,-3.9078311922183104,8.71106320503222
2024-02-28,2.0824150627817413,-4.133444779362793,7.725890020200072
2024-02-29,2.0292629114388436,-4.165376746325127,8.191482316136293
2024-03-01,1.4151102683755963,-4.657177490619431,7.733817311692129
2024-03-02,1.4297478440470874,-4.83767628960091,7.515543787527218
2024-03-03,1.607901977780976,-4.676283760327221,7.993532365985066
2024-03-04,1.4539349779165118,-4.245532882766022,7.544009511852964
2024-03-05,1.6816175808784455,-4.268276414374624,7.858170067608131
2024-03-06,1.6361683372718039,-4.476642822859078,7.827258095423705
2024-03-07,1.6112492341011349,-5.004376692156978,7.55448801161162
2024-03-08,-3.0560441137992336,-8.847302235345037,2.800394554213995
2024-03-09,1.0685538793244764,-4.824528694620616,7.325577316422933
2024-03-10,1.2729891253207954,-4.580404197897949,7.534908732707685
2024-03-11,1.1425471995618528,-4.834822143763444,7.292090544187084
2024-03-12,1.3901933207188404,-4.77189935239826,7.853918055225015
2024-03-13,1.360528186911785,-4.695037948671441,7.341881809077508
2024-03-14,1.3468012451166498,-4.275066266343968,7.446219039627817
2024-03-15,0.7678041536818319,-5.4684624468951375,6.334334531349243
2024-03-16,0.8121486970179264,-5.163205633916989,6.443570174625809
2024-03-17,1.0136982240296728,-5.1577380220110856,7.361576317856311
2024-03-18,0.8762923643376725,-5.392030239782016,6.849184839081591
2024-03-19,1.1135324710495942,-4.5529955263320865,7.581575288482176
2024-03-20,1.0708223434688224,-5.2449548455913515,7.545961566335808
2024-03-21,1.0423536374387579,-4.55951486874889,7.516820750252208
2024-03-22,0.447967180968901,-5.915914718284807,5.82309174794073
2024-03-23,0.4773954708489734,-5.538222011152947,6.268383988345887
2024-03-24,0.6656565253221134,-5.490298461969359,6.782467719227624
2024-03-25,0.5177400046999705,-5.82769131275806,6.671592315740287
2024-03-26,0.7483542239492258,-5.366937215181774,7.158482486218614
2024-03-27,0.7039297702606238,-5.170127187915238,6.775522860904578
2024-03-28,0.6795702418734664,-5.73380286401896,6.918109843490428
2024-03-29,3.2202968135073453,-2.8520125546751935,9.52078740602402
2024-03-30,0.14319158329472303,-5.600974652139916,6.182275820838656
2024-03-31,0.35691435371655,-5.868254610401833,6.369258625747705
2024-04-01,0.2422282033017158,-5.529964121320358,5.815738638693177
2024-04-02,0.5138090832794902,-5.493769301763508,6.616495154101273
2024-04-03,0.5178317024421373,-5.542426361071668,6.453876134850164
2024-04-04,0.5489235107589694,-5.097085889826827,6.216088585324066
2024-04-05,0.027004431449000332,-6.286176019310497,6.204839739891072
2024-04-06,0.14151821294018285,-6.116007424918269,5.959306047367962
2024-04-07,0.4268258594987917,-5.654783898550782,6.561392015242946
2024-04-08,0.3869020179045166,-5.798522218477583,6.415053010522711
2024-04-09,0.7351025982828572,-5.297326795920955,6.668402481568691
2024-04-10,0.8161986964328867,-5.001828257738585,6.75829855368679
2024-04-11,-0.4089035277163995,-6.261203653543597,5.466587079997698
2024-04-12,0.47506364014504365,-5.91512333236168,6.452222994172012
2024-04-13,0.6592986432896457,-5.450376121582482,6.631543950384042
2024-04-14,1.0090598212582167,-5.202312180699732,6.977648348499996
2024-04-15,1.0270465361986005,-5.258289253848043,7.092263032737173
2024-04-16,1.4254683336922225,-4.673060820771239,7.237922614716791
2024-04-17,1.5481067780374311,-4.314034883040646,7.407130740932106
2024-04-18,1.6873287678499813,-4.259365235041209,8.353901799420491
2024-04-19,1.2609818184437016,-4.377569135186587,7.409124023194534
2024-04-20,1.456675681156804,-4.549965328091384,7.857244892801247
2024-04-21,-1.0799469255931338,-7.565890928218914,5.229471683010544
2024-04-22,1.8153538821636799,-5.173769961937376,8.013032709842784
2024-04-23,2.193546415041688,-3.4976096779128105,8.284600566144174
2024-04-24,2.286043203583038,-3.908026575095502,8.446347620836331
2024-04-25,2.385867555294154,-4.313801091410671,8.01775930874936
2024-04-26,1.9116956990595821,-4.3102740242883035,8.192979453534813
2024-04-27,2.052114937356262,-3.422887456982711,8.20678956191091
2024-04-28,2.3410340631967257,-3.683568310728232,8.662740720990081
2024-04-29,2.282386630387026,-3.7677370137554465,8.202429633292134
2024-04-30,2.589895354448849,-3.8344763287492336,8.495189216448248
2024-05-01,2.609092993456217,-2.770602158993838,8.444591931654847
2024-05-02,2.63428985410481,-3.316002674321757,8.862758760251067
2024-05-03,2.0854197967494317,-3.9699745828077035,8.113809512483536
2024-05-04,2.1522705687653514,-3.6590486997826486,8.351439399653284
2024-05-05,2.3698690758299534,-4.152620945150605,8.350591500562954
2024-05-06,2.2431628036166025,-3.804489444058928,8.244561469748431
2024-05-07,2.4867661736945137,-3.7050869785687586,8.496385024314565
2024-05-08,2.446967558971865,-3.661075440368693,8.510005254565472
2024-05-09,2.4186873411147753,-4.0420296562231695,8.582646373059077
2024-05-10,1.8223189778677509,-4.260569475026246,8.040814055766852
2024-05-11,1.8479588613448565,-4.054090733593983,7.800357221054973
2024-05-12,2.030795391185749,-3.6842312843766765,8.283622700204056
2024-05-13,1.875798161207113,-3.6085181548460636,8.156533334245152
2024-05-14,2.097475614550311,-4.158275675317783,8.705701398694275
2024-05-15,2.0418963654485824,-4.248691542024301,8.294763639425952
2024-05-16,2.003663964647844,-4.065604102535248,8.60428045897784
2024-05-17,1.402776410211251,-4.512924278034052,7.4125572115712925
2024-05-18,1.4288754932932255,-4.693634348401937,7.918643252278506
2024-05-19,1.6166556893518087,-4.388731605246238,8.154665063820552
2024-05-20,1.4705728023120699,-4.666118613309298,7.576302347048916
2024-05-21,1.704620058370462,-3.934029927644806,8.219371214922463
2024-05-22,1.6643662476511527,-4.393982354687972,7.507157803516971
2024-05-23,1.6044083077879856,-3.9612053970922574,7.766074892164232
2024-05-24,1.0629272382939017,-4.842808065128221,7.2183869983195486
2024-05-25,1.1105780619985262,-4.473318669984489,7.041956938472363
2024-05-26,1.3212734124488832,-4.445895215732852,7.484136935557903
2024-05-27,1.1992107905658493,-5.175453077602136,7.341926802286035
2024-05-28,1.4581852627713527,-4.238252381351579,7.50207418738259
2024-05-29,1.443624333939424,-4.607367674431186,7.52829752244305
2024-05-30,1.4495713679230562,-4.562500788768365,7.209717672713408
2024-05-31,0.8955487901886943,-5.229824506151358,6.351922485175317
2024-06-01,0.9708062777033664,-4.940303504851477,7.111058810147939
2024-06-02,1.2097239571680165,-4.931849508846705,7.662731135151886
2024-06-03,1.1165112903526149,-4.568257269403317,7.399905002723624
2024-06-04,1.4049699672889497,-4.611963167489328,7.781798621125607
2024-06-05,1.4205161534618838,-4.645998475432705,7.324067102697648
2024-06-06,1.4571521875334386,-4.763906563739258,7.480845451030641
2024-06-07,0.9343195104885009,-5.113367714217321,6.898617150521362
2024-06-08,1.0411385210016697,-4.744280941564667,7.495952940605152
2024-06-09,1.31180579314716,-4.880008067925865,7.35729271877096
2024-06-10,1.2502896600798363,-4.824640681288328,7.160454027761571
2024-06-11,1.5700927072543471,-4.921040054263291,7.619985776049794
2024-06-12,1.616276631248828,-4.744079898992882,7.438238350435916
2024-06-13,1.682439558980337,-4.118747575482887,7.705572878288014
2024-06-14,1.187577483652948,-4.704061084868041,7.119852536498211
2024-06-15,1.3203352783597528,-4.452057003012782,7.474196659090489
2024-06-16,1.6144173812064793,-4.076521532751597,7.966862635760024
2024-06-17,6.695219537928695,1.0708554172737457,12.525845811771829
2024-06-18,1.9100038863014661,-4.153575346477478,7.9609971990584985
2024-06-19,1.9691494767131728,-4.332657745704027,7.977110649443421
2024-06-20,2.0439389932361602,-4.07126009894482,8.310630714756465
2024-06-21,1.5530413838755925,-5.254024777312226,7.472544571574348
2024-06-22,1.684857988267668,-4.0188973176678,7.692610063665166
2024-06-23,1.972947367984906,-3.9764519188480434,8.166712806898143
2024-06-24,1.9207480009196338,-3.9789443248053917,8.178380182371352
2024-06-25,2.241366345052955,-3.8901942890999464,8.412029225330468
2024-06-26,2.2796247118786095,-3.673525115684014,8.193682339361583
2024-06-27,2.3290580809944093,-3.883070946557613,7.90975892635329
2024-06-28,1.8087906466924761,-4.456974991829735,7.838125701100747
2024-06-29,1.9077968116246151,-3.821316831819791,8.17840366940314
2024-06-30,2.160316130146205,-3.8764708762325757,7.824011177621645
2024-07-01,2.0705623523419883,-4.178053168208119,8.254629606182014
2024-07-02,2.352494373155274,-3.871384520883177,7.845441698313492
2024-07-03,2.3518439482644853,-4.061100058458209,8.624158736174673
