ds,yhat,yhat_lower,yhat_upper
2024-02-24,483.54580558071507,-1699.3219264052018,2515.046528238425
2024-02-25,559.4121857337972,-1499.930566375401,2678.533127444124
2024-02-26,455.9889707588301,-1406.7478870786827,2428.785166650286
2024-02-27,497.632603515539,-1476.3795920713037,2538.600142879269
2024-02-28,475.5357099514313,-1577.5706882371142,2464.671848177394
2024-02-29,446.5347214631012,-1641.8143237426784,2388.0249516051394
2024-03-01,241.59923751337607,-1723.9148517115368,2323.8089738581325
2024-03-02,258.37289684050813,-1940.5621203048242,2364.6025653776114
2024-03-03,344.3322512296578,-1755.9412774381,2277.422073654178
2024-03-04,253.5686205903321,-1726.246063535057,2300.1329125653265
2024-03-05,309.93611573291685,-1763.847680111403,2384.6557414900917
2024-03-06,304.0906693995962,-1611.8403156929592,2536.4083787758
2024-03-07,292.3147843855677,-1641.5137728062493,2335.8279165544327
2024-03-08,-1131.6327927985258,-3300.735982540806,731.0867132561165
2024-03-09,139.32526354679226,-1918.4986188999724,2380.7371625177334
2024-03-10,242.19041499394632,-1733.0841888764458,2349.4515362619795
2024-03-11,167.25395978738555,-1953.157229113008,2356.6410618883906
2024-03-12,237.97324963555423,-1843.525774656066,2282.3195393360484
2024-03-13,244.67835184529946,-1782.4550708117072,2232.6055610397166
2024-03-14,243.40510038904443,-1781.7839491187906,2141.8259142145394
2024-03-15,64.40738709689185,-1960.0738977194958,2030.2808085476688
2024-03-16,104.71782078725596,-1925.2491369538614,2016.1693435697118
2024-03-17,211.3227112815831,-1784.2077141954444,2307.9229085827255
2024-03-18,137.95593802436326,-1911.4579108608766,2143.2832724015266
2024-03-19,208.25459939376384,-1911.882119992311,2460.6042428440005
2024-03-20,212.80112853806833,-1875.398489933296,2293.2156320634567
2024-03-21,207.94656815653798,-1857.1072423909216,2210.9298139944785
2024-03-22,24.311258945252916,-1998.9271346039047,2142.1824929934587
2024-03-23,59.332449456245854,-2117.3638442128276,2001.2424930221437
2024-03-24,160.42520192304403,-1832.6705614155358,2097.715717695954
2024-03-25,81.76159880980492,-1924.1424852691264,2124.7060685582032
2024-03-26,147.4116004247271,-1975.696014768545,2149.4515218122747
2024-03-27,148.3706936956927,-1831.923717205676,2092.0052999792065
2024-03-28,141.36946245201216,-1957.719644231947,2306.5956886819868
2024-03-29,972.577972216254,-1122.3330429843693,2937.7359063040944
2024-03-30,-5.938754884070136,-2159.780742919647,1925.1186601472264
2024-03-31,99.09332143561801,-2029.0070050934678,2078.4472626622774
2024-04-01,26.767163816026255,-1956.2423697336606,2052.050267780793
2024-04-02,101.21195218482899,-1996.2788956295349,2186.929096596433
2024-04-03,113.40222458310211,-1996.513560879082,2224.575950670509
2024-04-04,119.96763972869348,-1855.9735926586834,2201.894689637914
2024-04-05,-48.316233987091096,-2142.8778069631658,1844.839185589115
2024-04-06,6.013669453005491,-2074.6807687352507,1990.6361684502624
2024-04-07,130.26682039234606,-1804.7415748641472,2252.3025210177116
2024-04-08,78.38034370434218,-2191.689804192016,2147.2661716699013
2024-04-09,174.06586313930575,-2049.5982325799932,2203.0823185568497
2024-04-10,207.84686039667918,-1831.661454460461,2375.3926932389973
2024-04-11,-334.4682558081656,-2325.1884861726307,1731.5704909426652
2024-04-12,88.46611259018187,-1915.4441761030482,2094.6723107478056
2024-04-13,162.59183541153698,-1888.0734848802228,2182.5859868211705
2024-04-14,305.1153011552337,-1739.231521835301,2303.0603610668372
2024-04-15,269.5532302970376,-1814.228236238373,2302.604980959812
2024-04-16,379.24067707588836,-1742.765998833382,2373.070449311032
2024-04-17,424.37856358708956,-1566.8181715632468,2334.0707565383605
2024-04-18,460.86486977040005,-1643.3974817753767,2676.7101665772616
2024-04-19,318.8054856373597,-1774.140075565263,2315.1021223102907
2024-04-20,395.0739195886484,-1678.0529717970628,2405.5161989324274
2024-04-21,-370.34003264307205,-2431.044223121844,1754.5962948845222
2024-04-22,496.5932655604652,-1417.7444131985276,2481.9052947054506
2024-04-23,598.8406475423607,-1655.20971280353,2693.393134803192
2024-04-24,633.6086439719377,-1595.485363279343,2673.104846209635
2024-04-25,657.0391425849263,-1503.2857821781802,2512.3073124818798
2024-04-26,499.5384206614128,-1465.2352951073508,2509.435853340692
2024-04-27,558.3276742301207,-1544.8564520723064,2659.6048597223917
2024-04-28,680.6072578214024,-1394.6680810474438,2691.789882032716
2024-04-29,620.3395602330204,-1366.7939629016569,2617.4942781211057
2024-04-30,701.393780161802,-1394.506979850883,2683.270534820446
2024-05-01,714.57764595909,-1425.054681288834,2705.800343320989
2024-05-02,716.4511099808816,-1163.6696449842125,2766.8528662570325
2024-05-03,537.8185796671182,-1574.3232999028114,2747.748583535818
2024-05-04,576.2694603620408,-1454.8168005106822,2650.4667052321256
2024-05-05,679.3336044943757,-1382.393517786829,2863.220370386368
2024-05-06,601.2568353827573,-1559.3547501110102,2629.335815600905
2024-05-07,666.1400027965443,-1376.220031306443,2689.099099902345
2024-05-08,664.9667528525879,-1453.0553310797318,3006.978937187109
2024-05-09,654.4151224510421,-1257.106253709379,2850.830498990624
2024-05-10,465.34953981820826,-1598.0217908078487,2535.9727876882134
2024-05-11,495.36296548064706,-1508.921551319556,2569.560826623686
2024-05-12,591.9356695928941,-1437.9371486050613,2605.3633126631075
2024-05-13,509.2156610983254,-1415.1234185093163,2550.7646189598163
2024-05-14,571.1640246107595,-1525.7310996727945,2559.2437301949653
2024-05-15,568.5901049585977,-1575.0825648342852,2697.781682962972
2024-05-16,557.9713738626953,-1546.940097963153,2463.4148570747375
2024-05-17,369.954261708305,-1816.989067130907,2331.3293478547475
